Community	Subject	Time	Prevotella copri	Parabacteroides johnsonii	Bacteroides vulgatus	Bacteroides fragilis	Bacteroides ovatus	Bacteroides thetaiotaomicron	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides uniformis	Desulfovibrio piger	Bifidobacterium longum	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Collinsella aerofaciens	Eggerthella lenta	Faecalibacterium prausnitzii	Clostridium hiranonis	Anaerostipes caccae	Blautia hydrogenotrophica	Clostridium asparagiforme	Eubacterium rectale	Roseburia intestinalis	Coprococcus comes	Dorea longicatena	Dorea formicigenerans	Butyrate	Acetate	Lactate	Succinate
PC-BF-BO-BT-BC-BU-BP-CA-EL-AC-BH-RI	subject23	48	0.312124316216693	0	0	0.282823863302159	0.0792105464384448	0.373456620198812	0.289031586377272	0	0.0665467913652138	0	0	0	0.29548761837539	0.383637286041997	0.0283072172225163	0	0	0.696009911181695	0.000744926769013587	0	0	0.0017381624610317	0	0	0	35.52039192	23.5581856	14.63822268	31.20273287
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER	subject24	16	0	0	0	0.194487931561259	0	0.195311335166514	0.318327833791628	0.10621906507791	0	0	0.0135038191261839	0.275510846318362	0.27666361136572	0	0.00362297586312252	0.00164680721051024	0	0.0764118545676749	0	0.0164680721051024	0.494206843874122	0	0	0	0	25.15776744	40.85513232	27.02687728	14.67063066
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER	subject24	32	0	0	0	0.160983722576079	0	0.184481346678799	0.257640616048259	0.0924906480638965	0	0	0.00933238971455532	0.0866579044922994	0.185481245576787	0	0.00233309742863883	0.00133319853065076	0	0.336632628989317	0.00066659926532538	0.0271639200620092	0.301636167559734	0	0	0	0	25.19941248	39.01400184	28.17841305	15.56591518
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER	subject24	48	0	0	0	0.1757854882125	0	0.229013991185257	0.273206791492886	0.111714142041589	0	0	0.0100214156831425	0.0668641997219511	0.137342680509954	0	0.00262856804803739	0.00049285650900701	0	0.532449315230574	0.000821427515011684	0.0294071050374183	0.281421066643003	0	0	0	0	25.38693488	35.23893812	29.98707144	18.37238235
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF	subject25	16	0.0709349905621141	0	0	0.210403109703426	0	0.194550820616182	0.322810250503887	0	0.0624484115558115	0.00912707553508014	0.00992769619605208	0.18062002111527	0	0	0	0.00128099305755511	0	0.0171332821447996	0	0	0	0	0.00800620660971942	0.408636785360079	0.170852449051412	15.21645808	42.478499	38.31999485	12.18822892
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF	subject25	32	0.056822631413283	0	0	0.165048394711992	0	0.190175165250236	0.288218838526912	0	0.0448340415486308	0.00574795404469625	0.00804713566257476	0.0653624488511174	0	0	0	0.00180649984261882	0	0.142056578533207	0	0	0	0	0.0121528171230721	0.201506846081209	0.209061299968524	15.4167292	42.52387992	36.77518795	11.60643875
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF	subject25	48	0.0765922288642186	0	0	0.189315684600057	0	0.276359094790777	0.309354967264446	0	0.0288153999430686	0.00373256475946484	0.0071665243381725	0.0361312268716197	0	0	0	0.000597210361514375	0	0.401176060347281	0	0	0	0	0.00836094506120125	0.152736549957301	0.257546968403074	18.0735496	41.45420932	38.48877388	15.54447142
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF	subject26	16	0	0	0	0	0	0	0.556296655112138	0	0.0871745030071401	0.007375374040826	0	0.342048084614701	0.114499659289545	0.019103427843451	0	0.000725446626966492	0	0	0	0.0342168992385862	0	0.00278087873670489	0.0211588599531893	0	0.173865374929636	1.200972	56.57878976	50.41196817	8.68255116
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF	subject26	32	0	0	0	0	0	0	0.611492975734355	0	0.0685351213282248	0.00815102171136654	0	0.140230842911877	0.285951149425287	0.0191299489144317	0	0.000665389527458493	0	0	0	0.0492388250319285	0	0.00299425287356322	0.0239540229885057	0	0.177991698595147	1.59898552	61.22271804	53.18028484	8.81368684
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF	subject26	48	0	0	0	0	0	0	0.899807605122974	0	0.054458602516151	0.00378728890400091	0	0.04466388983339	0.0976859344894027	0.00352609656579395	0	0.000652980845517398	0	0	0	0.0814920095205712	0	0.000783577014620877	0.0364363311798708	0	0.312777825002833	1.55357368	60.35181256	55.17342669	11.23214938
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI	subject27	16	0.137443209876543	0.0139972839506173	0.029680987654321	0	0.155993827160494	0	0.379613086419753	0.105738518518518	0	0.00691432098765432	0.017876049382716	0.305241975308642	0.196805185185185	0.0509298765432099	0.0032041975308642	0	0	0.0512671604938272	0.000337283950617284	0.0258022222222222	0.335766172839506	0.00337283950617284	0	0	0	16.58824488	43.654392	42.84282617	16.23109398
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI	subject27	32	0.138404663373826	0.0180019579050416	0.0558762070039603	0	0.131390913540693	0	0.331516575446091	0.102868330885952	0	0.00677995817202866	0.00607858318871535	0.102400747563743	0.217893828149335	0.0383418324211276	0.00163654162773106	0	0	0.24875432741512	0.00140274996662662	0.0306267076046812	0.314683575846571	0.00374066657767098	0	0	0	15.81950816	45.79604204	40.88216166	14.85762643
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI	subject27	48	0.136654500768049	0.0138611367127496	0.0484324423963134	0	0.0918096466973886	0	0.328264331797235	0.11447668202765	0	0.00277222734254992	0.00375066052227343	0.0900158525345622	0.0820253149001536	0.0146764976958525	0.00244608294930876	0	0	0.612173026113671	0	0.0363650998463902	0.190468325652842	0.00114150537634409	0	0	0	17.87633864	38.78385068	37.33314969	17.95597831
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL	subject28	16	0.113820519903017	0.0159077433017218	0.0186206917717828	0	0.243672098947304	0	0	0.133427738391186	0.0808951907436393	0.006412423656508	0.0103585305220514	0	0	0.0358849093085351	0.001603105914127	0.000739895037289384	0.125288892981002	0	0.001603105914127	0.0307056440475094	0	0	0.0258963263051284	0.492400147316085	0	0.61747424	42.6860582	34.35729933	17.38743592
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL	subject28	32	0.173950813469542	0.0137782822550132	0.00803733131542439	0	0.233465338209947	0	0	0.11845495438685	0.0639159204607559	0.00669777609618699	0.0210501534451591	0	0	0.0407607516710808	0.00210501534451591	0.000574095093958885	0.150412914617228	0	0.0013395552192374	0.0310011350737798	0	0	0.0229638037583554	0.62806003279102	0	1.3321384	59.62972876	44.5750734	21.36786224
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL	subject28	48	0.216793056932056	0.02074207135778	0.0142889824909151	0	0.510562245347429	0	0	0.187754157031164	0.0563877050985574	0.00215102962228829	0.0374893734170246	0	0	0.0161327221671622	0.00184373967624711	0.00122915978416474	0.179918263407114	0	0.00107551481114415	0.0537757405572074	0	0	0.0190519766545535	0.540215725140403	0	1.3938088	55.51558076	44.14043577	25.24069653
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF	subject29	16	0	0	0.0886534216335541	0.430435691878703	0	0	0	0	0	0	0.018897176716626	0	0	0.19970349715348	0	0.00653235738352504	0.30958708028349	0.595611014290694	0.00233298477983037	0	0.600043685372371	0.00863204368537237	0	0	0.414571395375857	31.85940104	32.35661536	7.68118245	18.07217348
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF	subject29	32	0	0	0.0112523051131601	0.252373128966591	0	0	0	0	0	0	0.0066978006625953	0	0	0.131544805013372	0	0.00535824053007624	0.721487087374765	0.662010617490919	0.00160747215902287	0	0.191289186923722	0.00133956013251906	0	0	0.249426096675049	34.5199824	39.41342328	1.02817301	24.08999451
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF	subject29	48	0	0	0.0120096301159991	0.261209455022981	0	0	0	0	0	0	0.00331845042678923	0	0	0.173191507988619	0	0.00284438608010506	0.45178332239002	0.493026920551543	0.000790107244473627	0	0.136056467498358	0.000790107244473627	0	0	0.390312978769972	34.3107644	41.68957704	8.1419459	28.10430182
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL	subject30	16	0.0290691108301728	0.0243500993317681	0	0	0.28465077358377	0.435847901992656	0.490777195834086	0	0	0	0.02623770393113	0	0	0	0.00339768827885136	0.000943802299680934	0	0	0.00207636505929806	0.037374571067365	0	0.00528529287821323	0	0.748623984106917	0	0.62834832	55.71169032	50.48829771	17.92295688
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL	subject30	32	0.0377514203340965	0.0304051979988129	0	0	0.197123632663444	0.392002586279997	0.45995514288137	0	0	0	0.0367311116764182	0	0	0	0.00326498770457051	0.00122437038921394	0	0	0	0.047546383447808	0	0.00306092597303485	0	0.39465538878996	0	1.54392016	58.67614632	61.19132123	19.09383594
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL	subject30	48	0.048812851542526	0.0204988352934492	0	0	0.181414692347026	0.480825805351969	0.440981194250327	0	0	0	0.0180645986023521	0	0	0	0.00230611897051304	0.000256235441168115	0	0	0.00140929492642463	0.0502221464689506	0	0.000512470882336231	0	0.257260382932788	0	1.11365816	46.4308706	54.14852064	17.9202274
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI	subject31	16	0	0.0251471266460343	0.050433187693428	0	0.362757721949147	0	0.705369955701195	0	0.13407169731173	0.0238967170338006	0.0494606468839128	0	0	0	0.00305655682990473	0	0.11003604587657	0	0	0.0523782693124583	0	0.0072245888706839	0	0	0	1.55103328	50.4900162	38.12629946	22.69451016
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI	subject31	32	0	0.0282471264367816	0.0166159567275186	0	0.279978870858688	0	0.729440500338066	0	0.0891030679513184	0.012046568627451	0.058986646382691	0	0	0	0.00477708755916159	0	0.35932006423259	0	0	0.0513017663962137	0	0.00581558485463151	0	0	0	1.26793928	50.3943924	41.83427751	24.45972218
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI	subject31	48	0	0.0221593951563831	0.0213952780820251	0	0.303048831690398	0	0.713838170865279	0	0.0580728976512109	0.0114617561153706	0.0392756176220032	0	0	0	0.00626576000973591	0	0.442729432883047	0	0	0.0496676098332725	0	0.00534881952050627	0	0	0	1.4403536	48.3770336	43.95759584	26.80896375
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF	subject32	16	0.0253876204202382	0.0147118005512149	0	0.161699613138132	0	0.178494500493059	0.347615110369415	0.0856669448026499	0	0.00963427646716731	0.0102852410933273	0.243200384333359	0	0	0	0.00234347265417583	0	0.0121079420465751	0.000650964626159954	0	0	0.00247366557940782	0.0118475561961112	0.367925206705606	0.231222635212015	14.65557864	41.53750092	35.6978967	9.82404307
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF	subject32	32	0.0557398996132642	0.0175272772155023	0	0.116058997778326	0	0.167061795441455	0.267646260182671	0.0688458816753065	0	0.00584242573850078	0.0146850160454209	0.105163663293014	0	0	0	0.0026843577717436	0	0.107216407471406	0.000947420390027154	0	0	0.00205274417839217	0.00900049370525796	0.14527112647083	0.192957952768864	15.33324056	44.41543452	37.11854845	12.4293732
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF	subject32	48	0.0474318581433467	0.0122247057070481	0	0.125792221725525	0	0.191194397258233	0.270410490239905	0.0658911637609894	0	0.00403415288332588	0.00904628222321562	0.0334956936373119	0	0	0	0.00110022351363433	0	0.228724243778871	0.000244494114140963	0	0	0.000733482342422888	0.00831279988079273	0.131660080464908	0.236914796602593	15.81535592	44.52826036	37.91395019	13.1082371
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF	subject33	16	0.501511905909573	0.0175871653973457	0.0261030560107973	0.229003406279122	0	0.246960827790096	0.402468395513995	0	0	0.00592409781805328	0	0	0	0.0323974099424789	0.00037025611362833	0	0.0655353321122144	0.137179890099296	0.000925640284070825	0.0192533179086732	0	0.00203640862495581	0	0	0.23066955879045	16.1066376	41.77171028	25.6849406	23.46888324
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF	subject33	32	0.408705521093726	0.00935252908681295	0.0147769959571645	0.118028917075579	0	0.176575749159028	0.240734098694565	0	0	0.00542446687035151	0	0	0	0.0484461006696911	0.000374101163472518	0	0.132244761287535	0.47548257877357	0.000935252908681295	0.0220719686448786	0	0.00168345523562633	0	0	0.364561583803969	17.4731392	44.76867128	24.86255603	31.22421056
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF	subject33	48	0.299704794091876	0.00894422330704719	0.00997060958818375	0.127418525472525	0	0.246772587307548	0.269206458880961	0	0	0.00307915884340969	0	0	0	0.0145160345475028	0.00102638628113656	0	0.0860698210038803	0.463779972462135	0.00058650644636375	0.0280056828138691	0	0.00175951933909125	0	0	0.390906546501439	18.21414176	35.3468232	27.83471494	34.20577915
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI	subject34	16	0	0	0	0.653899976451195	0	0	0	0	0.118851230425056	0.0113468738961498	0.0804464264688567	0.495480160131873	0	0.118996703167314	0.00232756387613329	0.00683721888614153	0	0.104740374425998	0	0.0477150594607324	0	0.0048006004945249	0	0	0	13.98745344	34.65300496	36.67985208	7.51790391
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI	subject34	32	0	0	0	0.355872726659243	0	0	0.0151078044336471	0	0.112804939771232	0.00805749569794514	0.0110790565846746	0.195729999662584	0	0.164003610351925	0.00201437392448628	0.0134291594965752	0	0.288223335695246	0	0.0184650943077909	0	0.00251796740560785	0	0.463473867125552	0	16.31855368	59.05753044	33.70580107	8.21950468
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI	subject34	48	0	0	0	0.558288584875753	0	0	0	0	0.339364011022508	0.00819421074450703	0.0083488184944034	0.226500353598166	0	0.100340429682737	0.0437539932206696	0.0126778354915015	0	0.633273343575487	0	0.13930158265662	0	0.00216450849854903	0	0.0401980149730534	0	41.7633344	35.171572	0.97149163	13.56303859
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI	subject35	16	0.370977968210872	0	0.0218045421121104	0.272180836020137	0.268271056055207	0	0.550677470445161	0	0	0.0117293398947904	0.0906768199558799	0	0	0	0.00165413767747045	0	0.127970105775214	0	0.00165413767747045	0.0490226257141241	0	0.00300752304994626	0	0	0	1.27063736	53.08532572	39.32979007	26.75868703
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI	subject35	32	0.37096105522021	0	0.0213486250838364	0.177675653923541	0.26261104404203	0	0.486656829868097	0	0	0.00849353901184887	0.0282352783366868	0	0	0	0.00275466130114017	0	0.293830538788285	0	0.00252510619271183	0.0532567851553767	0	0.00275466130114017	0	0	0	1.25717616	55.16469224	37.52224468	29.42929471
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI	subject35	48	0.280777234905688	0	0.0136846702792337	0.22281863137011	0.346946640608806	0	0.586508868555861	0	0	0.00595685647448995	0.022056468567706	0	0	0	0.00241494181398241	0	0.262584673240354	0	0.00177095733025377	0.0611785259542211	0	0.00305892629771105	0	0	0	1.34362568	52.12638488	40.52766374	34.79907913
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER	subject36	16	1.0675425247738	0	0.0499743501364354	0.465590176647997	0.425158667241132	0	0	0	0	0	0	0	0	0.0519833692373977	0.00100450955048111	0.00175789171334195	0.185080884676145	0.280760419359471	0.000753382162860836	0	0.382467011345684	0	0	0	0	30.25104168	25.53095936	6.55218864	32.70966973
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER	subject36	32	0.508427358204428	0	0.0192411834450051	0.31455152066617	0.364327625665205	0	0	0	0	0	0	0	0	0.130923704745361	0.002300576281468	0.00271886287809855	0.296565197011057	0.583300659001296	0.000836573193261091	0	0.303676069153776	0	0	0	0	35.23263176	35.93382804	2.35295465	37.36627571
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER	subject36	48	0.384194989377259	0	0.0122391634246613	0.277293546339983	0.349963579173909	0	0	0	0	0	0	0	0	0.12659884667384	0.00191236928510333	0.000764947714041332	0.279970863339128	0.644085975222802	0.000956184642551665	0	0.230058024997931	0	0	0	0	33.34001624	28.31363164	4.67256537	38.54482672
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF	subject37	16	0	0.0166586872358661	0.0369053994148417	0	0	0	0	0.199263528090552	0	0	0	0.190421609480746	0	0	0.00140958122765021	0.000768862487809203	0.225276708928096	0	0.00256287495936401	0	0.233990483789934	0	0	0.34675698200195	0.189652746992937	2.52886536	55.3094636	45.11048947	11.92328463
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF	subject37	32	0	0.0240303518667741	0.0727539618587161	0	0	0	0	0.256710448562987	0	0	0	0.169538275584206	0	0	0.0031488047273704	0.000497179693795326	0.195888799355359	0	0.00248589846897663	0	0.258699167338168	0	0	0.444478646253022	0.216770346494762	4.44107992	63.91845028	46.82584136	13.4973765
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF	subject37	48	0	0.019761815054468	0.0257391541758812	0	0	0	0	0.305576214268163	0	0	0	0.0646528517214077	0	0	0.00536740655800366	0.000853905588773309	0.213354410680645	0	0.00170781117754662	0	0.310333688262757	0	0	0.254951811505174	0.28679029131515	6.31640904	47.64077368	36.45518561	13.3952095
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF	subject38	16	0	0.0193258895843907	0.0495889584390684	0.291374950656967	0	0	0	0	0.108628489257317	0.00902582755314949	0.0177330964867761	0.327903005695596	0	0	0.00254846895618339	0	0	0	0	0	0	0.00382270343427508	0	0.271624316246546	0.152801951164496	0.44615784	51.71203872	47.41433269	9.2209524
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF	subject38	32	0	0.0418611028512902	0.041372451845244	0.424474840585456	0	0	0	0	0.125257541216506	0.0153110648561139	0.0263871543264942	0.271364192024317	0	0	0.00732976509069283	0	0	0	0	0	0	0.00586381207255427	0	0.396295965903459	0.287326791555159	1.02643776	53.90689452	46.9528866	10.34284408
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF	subject38	48	0	0.0258073997233748	0.0375300829875519	0.376788035961272	0	0	0	0	0.0897572614107884	0.00638623789764869	0.0146970954356846	0.10401694329184	0	0	0.00454910096818811	0	0	0	0	0	0	0.00227455048409405	0	0.139884854771784	0.29455428769018	1.17102448	51.71130588	50.24453587	12.27343092
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF	subject39	16	0	0	0.0780141911570029	0	0.156028382314006	0	0.306267725708234	0.120191474715383	0	0	0.00509986761980408	0.172154990733386	0	0	0	0.00220534815991528	0	0.0919354514164681	0.000964839819962933	0.0179184537993116	0	0	0	0.535486100079428	0.248101667990469	19.41169216	48.74993096	26.27989104	11.83862928
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF	subject39	32	0	0	0.0313643719326171	0	0.0978354556307203	0	0.268022814696909	0.0851827828624486	0	0	0.0190681124817615	0.0753814166335058	0	0	0	0.00249489322191272	0	0.349106844409073	0.000534619976124154	0.0192463191404696	0	0	0	0.58077550072954	0.259290688420215	19.91755296	49.6916146	27.35828787	12.16559384
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF	subject39	48	0	0	0.0232275702122252	0	0.118620186808997	0	0.307809632736053	0.091669112974965	0	0	0.0156032532723345	0.0508878828313636	0	0	0	0.00212771635531834	0	0.57607920320244	0.000709238785106113	0.0289014804930741	0	0	0	0.346463146524336	0.296461812174355	21.092888	51.06959808	27.35823222	13.66278525
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF	subject40	16	0	0.0436912656460951	0	0	0	0	0	0.504739822887348	0.387759982609094	0	0	0	0	0	0.00246644241550537	0.00405201253975882	0.18833049586966	0.686728038259994	0.00299496579025652	0.0311828791103178	0	0	0.104119104825977	0	0.608330404338573	38.002608	43.72336564	8.40138991	12.53650906
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF	subject40	32	0	0.0196153126169974	0	0	0	0	0	0.111669630600275	0.0619430924747286	0	0	0	0	0	0.00189270560339448	0.00309715462373643	0.451668382628229	0.566951360289529	0.00172064145763135	0.0104959128915512	0	0	0.03183186696618	0	0.575038375140397	44.08083912	27.5001162	2.32491447	15.77692208
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF	subject40	48	0	0.00686683305601775	0	0	0	0	0	0.0862832501386578	0.0506055740432612	0	0	0	0	0	0.0291094009983361	0.0022391846921797	0.369465474209651	0.545166833056018	0.00044783693843594	0.0226904048807543	0	0	0.0335877703826955	0	0.647572212978369	46.75032648	22.74484352	1.09821781	15.73613445
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF	subject41	16	0.669887734026251	0.0331461123326004	0	0	0.439065893797055	0.40351788926644	0	0	0	0	0.0129702178692784	0	0.0499593577187021	0	0	0	0.0523612499167166	0.275256845892465	0.000480378439602905	0.0367489506296222	0	0	0.0307442201345859	0	0.395351455793191	22.07985384	55.7077976	19.63488407	20.31873156
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF	subject41	32	0.195016420197176	0.0163433919531042	0	0	0.268340827338129	0.261715127897682	0	0	0	0	0.00706741273647748	0	0.0245150879296563	0	0	0	0.0854715227817746	0.852727517985611	0.000662569944044764	0.0278279376498801	0	0	0.0353370636823874	0	0.43398331334932	24.87976008	41.31161284	17.94437063	21.61295748
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF	subject41	48	0.143427768741683	0.012716940213909	0	0	0.30778214796195	0.328547784513776	0	0	0	0	0.00531213958302528	0	0.0172242101631426	0	0	0	0.341586672581202	0.661441865050027	0.00128779141406674	0.0268826457686431	0	0	0.019316871211001	0	0.310518704716842	24.57851536	40.24458204	20.81031966	26.03988752
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI	subject42	16	0	0.0382655790571943	0	0	0.767437446647064	0.685237313857536	0	0	0.240459009137184	0	0	0	0.22794002339625	0.118576053621676	0.00118103639065415	0	0.116213980840368	0.274945271744285	0.00188965822504663	0	0	0.00377931645009327	0	0	0	30.08325264	56.47411972	17.66679214	27.04950106
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI	subject42	32	0	0.0266542926811515	0	0	0.471054045201441	0.437372711722532	0	0	0.158956509080322	0	0	0	0.0959554536521454	0.197968701095462	0.0053308585362303	0	0.376794773810824	0.439068893984059	0.000484623503293664	0	0	0.00169618226152782	0	0	0	40.28632248	21.75963864	2.62496443	28.49397279
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI	subject42	48	0	0.0142939195880372	0	0	0.317146340859576	0.322889433551198	0	0	0.0770850663497722	0	0	0	0.0423712616359675	0.149703282828283	0.00165911566646861	0	0.194244157258863	0.591410922955041	0.000893369974252327	0	0	0.00242486135868489	0	0	0	29.7185096	26.11947716	18.98429476	32.90851084
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL	subject43	16	0.234724257866214	0.0183545795249265	0	0.412375151662218	0	0	0	0	0.0960600986815498	0.0061628515193184	0	0.331454231712907	0	0.0368431340828817	0	0.00214360052845857	0.124730755749683	0.0310822076626493	0	0	0	0.00187565046240125	0.0131295532368088	0.346191485346059	0	13.54771312	40.25249356	31.43729931	8.71148968
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL	subject43	32	0.213584729981378	0.018061245603145	0	0.309561349058556	0	0	0	0	0.0756052141527002	0.00483033312642251	0	0.101016966687358	0	0.0233116076970826	0	0.0018901303538175	0.116138009517898	0.276589075108628	0	0	0	0.001260086902545	0.01092075315539	0.200353817504656	0	14.55722136	49.43749248	33.99626439	11.25567795
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL	subject43	48	0.212199048485273	0.0130537325963758	0	0.352349588376595	0	0	0	0	0.0558578325054222	0.00202383451106602	0	0.0365302129247417	0	0.0100179808297768	0	0.00101191725553301	0.16888898994846	0.366820005130717	0	0	0	0.00151787588329952	0.0103215560064367	0.215335991977425	0	18.43259864	49.28660624	35.25383196	15.95044764
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL	subject44	16	0	0.0179054642381164	0.0573493854583148	0	0.192937864652747	0.302057396712572	0	0.140259469865245	0.0700648600621946	0.00947173108248186	0.0596848807937213	0	0	0.0374976751073597	0	0	0	0	0.000908248185991411	0.0538461424552051	0.2960889086332	0	0.0220574559455057	0.198127854286984	0	3.89192136	39.82677656	38.10007718	15.62483651
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL	subject44	32	0	0.0170400851970181	0.0127800638977636	0	0.190033993610224	0.390810649627263	0	0.121132779552716	0.0531576570820021	0.00759395101171459	0.0418593397231097	0	0	0.0214853248136315	0	0	0	0	0.000926091586794462	0.0385254100106496	0.312092864749734	0	0.0144470287539936	0.221150670926518	0	6.04357008	50.51825024	51.07398057	17.49398366
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL	subject44	48	0	0.0146630627723092	0.00954262815340756	0	0.184102899252326	0.491678096928621	0	0.143255795815179	0.0361921628745092	0.00372395245011027	0.0223437147006616	0	0	0.00965900166747351	0	0	0	0	0.000930988112527567	0.0436400677747297	0.350749771394761	0	0.0122192189769243	0.11939922543166	0	7.67700056	48.29735104	48.24101715	19.39194869
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF	subject45	16	0	0	0.0201343265721295	0.305522168371926	0.330982349069587	0	0	0.174194399569198	0.106776880272842	0.010391910488841	0	0	0	0.0483223837731107	0.000909292167773589	0	0.0906694190151379	0	0	0	0	0.00493615748219949	0	0	0.351376473403937	0.46527216	33.69138492	33.08148227	22.88228632
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF	subject45	32	0	0	0.0139091544374563	0.169952480782669	0.24732215234102	0	0	0.175603074772886	0.0730230607966457	0.00782389937106918	0	0	0	0.08519357092942	0.00217330538085255	0	0.249060796645702	0	0	0	0	0.00478127183787561	0	0	0.41727463312369	1.10605448	46.48639308	39.84736475	27.25804992
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF	subject45	48	0	0	0.0334974546007142	0.254556897905428	0.346377934807385	0	0	0.201816224704303	0.0592738647012638	0.00783982980016716	0	0	0	0.0553539498011802	0.00296963250006332	0	0.248142491705291	0	0	0	0	0.00380112960008105	0	0	0.348516070207431	1.1603548	37.17692168	42.3134945	31.11002103
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF	subject46	16	0	0	0	0.285126074916193	0.166285526891124	0.388683865325754	0.416968371957441	0	0.0590781227226352	0	0	0	0	0.139597726278968	0.00593062235825681	0	0	0.405107127240927	0	0	0.263000291502696	0.00364961375892727	0	0	0.47330928436088	40.9549616	17.47333628	9.50877297	19.21585576
